4600 "a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +" 0 20254
5797 "There's a specific joyous 20 song title engiybhekayo, yasezayoni. Need it for le mood" 2 30304
6811 "@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???" 3 40495
3856 ".@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying" 1 10367
1851 "@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude" 2 30998
2374 "And thus begins my 2 week holiday! ðŸ˜ðŸ˜\n#holiday #cheering #ghastinoir #rest" 2 31521
2972 "I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life" 3 41363
2554 "@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming." 3 40945
1812 "Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing" 2 30959
6434 "@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad" 3 40118
1448 "Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic" 0 21945
5987 "@philjame5 @spoke_bros wow! that looks bright" 2 30494
704 "He who is affected by an insult is infected by it." 1 11645
1615 "Being bad at time management is finally starting to come back to haunt me." 0 22112
4947 "Research has determined 70% of #laughter is actually #anxiety." 0 20601
2941 "@strong_bread dude we same fukc i lost my spectacles this morning......." 3 41332
2097 "Miss my lil caramel delight ðŸ’“" 2 31244
5462 "Can't start a good day without a cup of tea! \n\n #tea  #day #goodday" 0 21116
5758 "I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious" 2 30265
2121 "gifs on iOS10 messaging app are hilarious." 2 31268
2810 "Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm" 3 41201
4000 "@LouisFil just curious as to what you mean. No rush, no animosity, no disdain." 1 10511
1201 "I'm so bored and fat and full and ridiculously overweight and rolls galore #terrible" 0 21698
6364 "Im really constipated. This is depressing" 3 40048
3106 "life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife" 3 41497
2423 "@carras16 still bright âœ¨" 2 31570
4621 "@SherriEShepherd because #whitepeople are #afraid of large #blackmen?" 0 20275
4038 "After becoming boiling hot, after slowly melting, my heart is frozen." 1 10549
1142 "@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe #bully" 0 21639
6972 "Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk" 3 40656
5106 "@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!" 0 20760
6418 "Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad" 3 40102
239 "Manchester derby at home " 1 11180
221 "Why is it always me picking up the pieces :/ " 1 11162
1701 "@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack" 0 22198
1778 "For what a beautiful day. #elated" 2 30925
5440 "@pixietangerine @hatersbackoff im so exited!! I am shaking so much ðŸ˜ðŸ˜ and im so pround of Colleen and the fandom! Everyone is amazing ðŸ˜" 0 21094
4095 "@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both." 1 10606
1240 "Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA." 0 21737
4965 "An @amityaffliction kind of drive home from work today  #dailyfeels" 0 20619
1758 "@Elaminova sparkling water makes your life sparkly" 2 30905
517 "Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously" 1 11458
3091 "Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better." 3 41482
2588 "Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing" 3 40979
409 "What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874" 1 11350
1774 "Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat" 2 30921
3846 "@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds." 1 10357
4503 "It's 5:55am. I'm hungry but there is no food. #panic" 0 20157
491 "I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer" 1 11432
6806 "Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed" 3 40490
3938 "Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed" 1 10449
1439 "Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy" 0 21936
3652 "Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope" 1 10163
5785 "Watch this amazing live.ly broadcast by @footballrocks123456  #musically" 2 30292
4206 "My little sister sure can hold a grudge 😂😂😂" 1 10717
6393 "@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all." 3 40077
5801 "talk about a mood pickup i went from depressed to elated so fast" 2 30308
1934 "Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!" 2 31081
5437 "@NativeApprops @SBShear @HuffingtonPost Shew. That was " 0 21091
6014 "@delon03 can you at least just walk past her and break out into laughter" 2 30521
751 "@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch" 1 11692
4097 "@RiotzXVl papercuts sting and stub ur toe last for like 10 secs" 1 10608
4164 "@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?" 1 10675
6368 "2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 @GOVUK  #thanks #unhappy #crb" 3 40052
3407 "@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile" 2 30894
1254 "@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us." 0 21751
41 "@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey" 1 10982
5900 "Watch this amazing live.ly broadcast by @ittzdevin  #musically" 2 30407
2017 "@CScheiwiller can't stop smiling ðŸ˜†ðŸ˜†ðŸ˜†" 2 31164
4999 "The 'banter' from Craigen and Sutton on BT is fucking horrid" 0 20653
6307 "Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. " 2 30814
3869 "As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry" 1 10380
4016 "@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage" 1 10527
3887 "When your sister is 19 and throws legitimate temper tantrums just to get attention.." 1 10398
7054 "I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂" 3 40738
3203 "Eat my ass' is no longer an insult" 1 10918
1770 "@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'" 2 30917
2679 "The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad" 3 41070
585 "Okay you've annoyed me, you haven't done a good job there at all. #furious" 1 11526
1522 "Beginning the process to see if working is an option. #mentalhealth #complexptsd " 0 22019
3190 "Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching" 1 10905
3848 "whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me" 1 10359
1295 "@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! " 0 21792
1571 "Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible" 0 22068
1605 "@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? " 0 22102
6311 "It's just the lack of company and liveliness out here that makes me bored." 2 30818
96 "I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered" 1 11037
7095 "@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org" 3 40779
206 "Me and these burns that I pick up off the pitches don't get on at all like ðŸ˜¢ðŸ˜¢ #sting" 1 11147
5210 "@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. " 0 20864
5421 "@Coyblake6 @ChloeCramphorn hahahaa you know coy!" 0 21075
2620 "Candace &amp; her pout are getting right on my tits #GBBO" 3 41011
1391 "If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away." 0 21888
6312 "Quinn's short hair makes me sad. #glee" 2 30819
2055 "@Harry_Styles ðŸ’–\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\nâ€”90,127" 2 31202
3387 "@harrietemmett great minds think alike. #rejoice" 2 30874
2353 "Latest on new optimism on keeping #Raiders in #Oakland, live right now on @KCBSNews: @NFL meets here w/Lott &amp; Schaaf to talk new stadium" 2 31500
3347 "Be it a rainy day, be it cheerful sunshine, I am a Prussian, want nothing to be but a Prussian.:|" 2 30834
6846 "@10carley what a sulky pants!" 3 40530
443 "This uber driver TRIED it with me &amp; he'll feel my wrath" 1 11384
1244 "@pronounced_ing However I am pretty sure my over excitement did not help your bullet journal fright. ðŸ™ƒ" 0 21741
3622 "@ChurdAllan fucked my coupon that goal! " 1 10133
6103 "@_haye_ optimism is he'll lose, that's actually a compromise :P" 2 30610
5892 "What if.... the Metro LRT went over the Walterdale?!?! ðŸ˜‚ #yeg #levity" 2 30399
6047 "Cross Party Group on Crofting meeting tonight in @ScotParl. Suspect it's going to be a lively meeting...." 2 30554
5186 "Let's refuse to live in #fear -  #c$%t" 0 20840
5579 "@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!" 2 30086
2895 "That's the old me though #imachildofgod #whatistwerking #sober #married #bye" 3 41286
2393 "Treat joy and laughter as a form of worship and spiritual warfare! #laughter #live #victory #worship" 2 31540
707 "Seeing double am so tired but I always grudge getting off my phone at night ðŸ™„" 1 11648
5929 "repentance, and trusting in Christ. It is lowly and painful, but it is also joyous, peaceful, and absolutely glorious. (2/2)" 2 30436
5626 "@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video ðŸ˜‚" 2 30133
6783 "It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!" 3 40467
7058 "@Hails_Berry8 @sajedhariri23 varsity pine riding" 3 40742
3135 "I was not made for this world. #empath #unhappy" 3 41526
1003 "Will do fine on the mat tonight with or without sleep. theres no worry for that on this side of the water" 0 21500
4379 "Just want Saturday to be over but then again I want to do good #LSAT #nervous" 0 20033
3149 "My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink." 1 10864
2284 "Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching" 2 31431
2669 "Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess" 3 41060
6497 "Having holiday blues! #WantToGoBackToMinehead." 3 40181
6036 "lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them" 2 30543
1098 "American horror story in bed ðŸ‘ŒðŸ¼" 0 21595
2974 "I feel like a burden every day that I waste but I don't know how to get out of this bc I get so discouraged all I wanna do is lay around ðŸ™ƒ" 3 41365
2208 "@TeamGrout glee" 2 31355
4429 "Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel " 0 20083
2110 "@RyuRedwings2 and I have discovered you can now send animated gifs over the updated iMessage" 2 31257
181 "Me: *sees incense burner* is this for drugs?" 1 11122
3356 "The smell of freshly cut grass didn't even cheer me up...boy oh boy" 2 30843
5227 "It's not #dread. It's called #Locks" 0 20881
848 "It appears my fire alarm disapproves of my cooking style" 0 21345
1139 "Happy 69th @StephenKing! May u keep haunting us for many years. #horror #writing" 0 21636
798 "Time for some despair #SDR3 #despair #fuckthisanime" 0 21295
5203 "@ltsukis im love you, even if you bully me sadly" 0 20857
5043 "Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue" 0 20697
2287 "@Somong_MGMT We need 2 bust up the elites in DC, we need jobs 4 all, we need to clean up the blithe in inner Cities, rebuild housing...cont2" 2 31434
284 "Living life so relentless" 1 11225
3298 "About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography " 0 21219
129 "@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! ðŸ”¥" 1 11070
5283 "@WunderlistHelp are you guys still down? When can we go up? " 0 20937
6484 "I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse" 3 40168
5441 "@frecklybellamy the walking dead, mr robot, american horror story, merlin" 0 21095
2664 "The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. ðŸ˜’" 3 41055
1705 "SO many great pics from the show in TokyoðŸ˜ I like all his outfits now except the lace one w those horrible pants....ðŸ’" 0 22202
6037 "@veggiesausage that happens...u will be ok tomorrow cheer it up..Don't give up no no noðŸ˜ðŸ˜ðŸ˜" 2 30544
2749 "Playing at September 21, 2016 at 09:30PM: Demetria Taylor  #blues" 3 41140
1252 "@wowairsupport it world be great if the live support was actually helpful " 0 21749
3212 "Sting is just too damn earnest for early morning listening. " 1 10927
5784 "Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles." 2 30291
5391 "Jorge deserves it, honestly. He's weak.  #90dayfiance" 0 21045
438 "@AdamRichards_10 I done a mix of win and -1 and scores are 2-0 2-0 3-0 4-0 4-0 and then moyes was 1-0 down was fuming. Would of been easy" 1 11379
4407 "Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence." 0 20061
3392 "@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget" 2 30879
3982 "I just don't understand why everyone is so #angry we all just want to live and thrive don't we?" 1 10493
1846 "in geometry today hannah started crying of laughter because ms. canning said 'pp' lol" 2 30993
369 "@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #angry #fedup" 1 11310
2501 "@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!" 3 40892
223 "Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life" 1 11164
653 "Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. " 1 11594
6616 "@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy" 3 40300
88 "Police: Atlanta rapper Shawty Lo killed in fiery car crash" 1 11029
5284 "I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? ðŸ˜‚ðŸ˜‚" 0 20938
3771 "and apparently he's supposed to have a Scottish accent??? I'm #offended" 1 10282
6767 "@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)" 3 40451
1474 "@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016" 0 21971
4383 "@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited" 0 20037
5062 "@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience" 0 20716
2660 "@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!" 3 41051
1363 "@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. #nightmare" 0 21860
1229 "Need good vibes for my doctors appointment tomorrow! " 0 21726
5070 "My mind always seems to work its best at night #restless" 0 20724
1347 "@EmilySmissaert @navinrmal it's a shocking revelation!!!!" 0 21844
3260 "@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals." 0 21181
6344 "The moment of the day when you have to start to plaster a smile in your face. #depression" 3 40028
3915 "@healeyraine I'm offended, I actually am" 1 10426
2548 "Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch" 3 40939
4550 "Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett" 0 20204
5397 "Pretty excited for American horror story tonight" 0 21051
5967 "Watch this amazing live.ly broadcast by @ittzdevin #lively #musically" 2 30474
2100 "@GreggDoyelStar I'm sure you'll have a heyday if they do" 2 31247
679 "@Supergold2002 Terence- got a lot of anger issues from my family and school." 1 11620
3393 "Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME" 2 30880
1620 "You can make excuses or you can make time. You can't make both. #time #regret  #LifeCoach" 0 22117
2480 "@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3" 3 40871
836 "Romero is fucking dreadful like seriously my 11 month old is better than him." 0 21333
2814 "Love being made to feel bad about being scared of the dark" 3 41205
4224 "don't give someone power by letting their words offend you" 1 10735
243 "What a fucking muppet.  @jRwild1  #stalker." 1 11184
6673 "Got paid to vacuum up rat poop. (-: never a dull day in the biology department ..." 3 40357
5265 "@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact " 0 20919
6314 "People who cheer for sports teams completely outside of New Jersey or PA piss me off" 2 30821
5971 "Accept the challenges so that you can feel the exhilaration of victory. -George S. Patton" 2 30478
4496 "After #terror our leaders say, 'Don't jump to conclusions,' but [in matters of #racial unrest], they are silent. Why is that? @greggutfeld" 0 20150
5502 "@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot" 2 30009
3811 "@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery" 1 10322
729 "@HuffingtonPost huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em" 1 11670
1456 "â™ªOLD FISH " 0 21953
3909 "#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge" 1 10420
4767 "Now #India is #afraid of #bad ." 0 20421
5698 "@bradshawjp Sweet! " 2 30205
3519 "This fuck you is boiling up inside, its not gonna be good when I let it out." 1 10030
1006 "whats with these boxes when i search google on chrome  #distracting" 0 21503
2087 "@mrfisher81 Just my attempt at levity ðŸ˜‰" 2 31234
2117 "And the weathers so breezy, man why can't life always be this easy?" 2 31264
6508 "This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between." 3 40192
5804 "Watch this amazing live.ly broadcast by @evanhufferd #lively #musically" 2 30311
5557 "Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! " 2 30064
645 "@TobyIrish1 Yes but you were specifically fuming about him not signing enough people" 1 11586
2742 "I get embarrassed at the slightest things and then I'll fret about it all day I hate it" 3 41133
1714 "@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism" 0 22211
6219 "@berniedole looks that way. But let's think about Rohan last week ... #optimism" 2 30726
4189 "@The_Nasty_P now you gotta do that with fast n furious" 1 10700
554 "#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O" 1 11495
543 "LGBTQ media should inform, inspire, entertain &amp;unite our community. It shouldn't give platform 2 those whose goal is 2 offend us 4 attention" 1 11484
3896 "I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry" 1 10407
1821 "Keep smiling :)" 2 30968
4930 "@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left." 0 20584
3236 "There goes the butterflies in my stomach.  #anxietyproblems" 0 21157
4501 "Just heard what happen at grandad hometown last night such a terrible news ðŸ’”, hope everyone okay ðŸ˜¢" 0 20155
4332 "one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome " 1 10843
3864 "@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂" 1 10375
4932 "#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of " 0 20586
