Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised 	5	40611
@BBCSport too dull for the UK.	5	40445
@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh	0	10108
@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat	0	11330
ima kitchen sink	5	41146
your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)	0	11334
New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober	5	40629
@Evan_McMullin @TheBlazeRadio Classic SHITLIB bullshit. Create a horrible problem and then 'discuss' how to solve it. What a PIMP.	2	21158
@CCGaryRoberts community policing!!!! What's that?? #lost	5	40883
I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.	2	20473
having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling	3	30091
The moment of the day when you have to start to plaster a smile in your face. #depression	5	40028
@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.	0	10218
If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop	2	22070
Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles	5	40736
@PARISDENNARD why should I listen to someone with a tie like that? 	2	21389
Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre	2	20914
Tutoring gives me such an exhilarating feeling. I love helping people 😌	3	30893
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! 	2	22124
straight people are canoodling on the quad and I'm #offended	0	10150
whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me	0	10359
@Cinestrong something a cyber bully would say	2	20720
@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.	2	20237
@wesrucker247 sounds like a good game plan for our offense....	0	10812
Rojo is so bad it's hilarious.	3	30249
Swear I got the most playful ass bf ever ðŸ˜‚ðŸ™„	3	31289
I would just give her with their naked body. #afraid	2	21581
â€œBe #positive, #cheerful, #grateful and expectant.â€ @NightingaleEarl  #Success #Leadership	3	30145
@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂	0	10670
It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO	3	30257
Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy	3	30259
@louiseannexx u fucked my house up I'll always hold a grudge	0	11000
@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina	3	30685
#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #hilarity #libtard #biasedmedia #neverHillary	3	30385
chirp chirp! what a beautiful white and red bird! ðŸ¦	3	30220
@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'	3	31371
sparkling or still? #terribledebatequestions	3	30785
I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.	2	21458
oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here	2	20945
@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!	0	11201
@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .	2	20759
Today has dragged on 	2	20821
@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st 	3	30990
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media 	2	21293
don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass	3	30604
Omg I'm outside making beats with garageband and some little birds  decided to chirp along ï¼ˆâ‰§âˆ‡â‰¦ï¼‰	3	30228
@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻	5	40154
@SXMUrbanView @karenhunter @CousinSyl you are so wrong for this!needed levity after that recording	3	30687
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy 	3	30151
@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already ðŸ˜‚	2	20798
the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms	0	11425
@WunderlistHelp are you guys still down? When can we go up? 	2	20937
I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.	0	11066
I forgot #BB18 was on tonight ï˜³ that is how much the real world has been distracting me #horrid ï™…ï¼ï™ˆï™Š	2	21391
The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!	0	10535
This is a beautiful day that the Lord has made. I will rejoice and be glad!!!	3	30919
I can't have a dog in my flat! Literally no reason either! Sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ;_;	0	11600
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated	3	30297
@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans	2	21842
Gonna get some acupuncture today for all my damn anxiety ðŸ™ƒðŸ¤•	2	20043
@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂	5	40664
Way too cool to die young, way too young to die sober.. #tunechi	5	40224
False alarm, she's not coming out today ðŸ˜ž	2	20487
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad 	2	20963
HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!	5	40862
Nor hell a fury like a woman scorned -- William Congreve	0	10668
@theclobra lol I thought maybe, couldn't decide if there was levity or not	3	30823
@Idubbbz @LeafyIsHere  I am offended	0	10312
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life	0	11164
Being playful as shitðŸ˜¤	3	30628
Job interview tomorrow ðŸ˜Ž #bright side	3	31308
6. 5 minutes to perform and I'm #nervous I wish these noises would stop #handicapped #annoyed	2	20029
@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat	5	40872
god, Facebook's design has started to remind me of MySpace in its heyday	3	30711
It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged	5	40106
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part	0	11143
@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too	0	10294
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉	0	10447
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious	3	30090
Ahh when my voice gets better I've been asked to play :D id be more than #happy to do that	3	31201
Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks ðŸ˜‚	2	21049
3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears	5	40298
Mind if I tag along?' She asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got â€¢ @DitheringWizard	3	30624
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings 	2	21961
@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left	2	20858
@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout	0	11584
 Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor	2	22239
@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..	2	20485
Look forward to the detours because they bring delightful surprises. #lifequote #delight	3	30306
Oh yeah Squid face God madden 17 xbox1 come see me	0	11420
Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser	3	31489
Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport	3	31401
#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me	5	40126
We have all been there, and wished we didn't. 25 #hilarious #AutoCorrect Fails	3	31595
I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :')	5	40155
@GeordieTommy_ @Xbox High school or not, it's still shocking. Just because you love Xbox. Good luck tomorrow! ðŸ’ª	2	22023
im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary	5	40836
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed	0	10449
I love my family so much #lucky #grateful #smartassfamily  #love	3	30827
Should've stayed at school cause ain't nobody here	5	41409
Which #JohnCarpenter #horror #action #flick is your favorite ??	2	21421
@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey	5	40554
@AlZeidenfeld @DavisMattek @FI_GPP_Quotes @LoughyFI @FantasyInsiders terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor	2	21777
@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.	3	30094
@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun	2	21989
my mom cut my phone off and I'm so furious 🤗	0	10066
Do you think humans have the sense for recognizing impending doom? 	2	20221
Tiller and breezy should do a collab album. Rapping and singing prolly be fire	3	31337
A persons opinion doesn't offend me at all	0	11447
@swagalini ive been through the denial and anger i am in pure acceptance	0	10332
.\nWe express our deep concern about the suspension of   \n@MohammedSomaa01  please reactivate it. he never violated T.roles @Support	2	20395
Depression sucks! 	5	40021
@WBIRSports They're still using his offense, up the middle 3X &amp; punt.	0	10581
@hyattd335 #Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida	5	40745
Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy 	3	30724
I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18	5	40167
I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!	3	30862
very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage	0	11381
@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉	0	10708
the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices	5	40550
nooooo. Poor Blue Bell! not again. 	5	41440
@JaredLeto Jared + #snap? 💘	0	10832
@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW	5	40971
@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.	0	10606
@StrangeFacesLA why doesn't this account follow me #offended	0	11667
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED 	0	10821
@NFLonFOX @TheDoctorCarson @FOXSports Easy, breezy, beautiful...	3	31281
Being forced into a fake hug by someone who didnâ€™t flinch to get litigious with you in the past - #awful ðŸ˜–ðŸ‘ºðŸ™…	2	20099
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle	2	21261
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme	2	20370
I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult	3	30523
Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost	5	40535
@BeastFireTimdog Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...	3	31421
@EE whats with the 50p a minute charge to 150, insult to injury	0	11023
@Cherie_Fitz it's being extremely playful	3	31306
@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in BernabÃ©u stadium are so so long. Viallreal never won there	2	20952
@thehill left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence	2	21667
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld	5	40134
being bitter only hurts yourself lmaooo	0	10710
Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing	5	40979
3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited	2	20208
@MariamVeiszadeh why sick. I am rejoicing that it is only half	3	31072
im 16 if you want to see my dick snap/kik me at hiya2247 ðŸ˜˜ #kik #kikme #snapchat #snap #snapme #horny #porn #naked #young	0	11510
It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol	3	31173
Love your new show @driverminnie  #hilarious	3	31179
I #love to #laugh and share #laughter as way to share #joy	3	30034
#TerrorStatePak @sardesairajdeep Pakistan invitadated 4 times in India and why we worry to invade our own land #PoK?  Which is disputed.	2	21781
@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷	0	10363
@samvirwin fancy! I have some of those and I have never put them up, I should do that. Also, I vote jaunty angles then no one will judge	3	30367
@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today	5	40505
Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂	5	40737
ðŸŽ‰ It is time for a most joyous celebration! ðŸŽ‰	3	30997
@almurray hit the sink with a hammer... sorry, the universal modifier!	5	41362
We are elated to have @lisavol, Sid Espinosa and @dyuliharris, ready to inspire innovative students!!  @knightfdn @MicrosoftSV @JessicaWeare	3	30146
Time for some despair #SDR3  #fuckthisanime	2	21296
Today you visited me in my dreams and even though you aren't physically gone I still mourn you	5	41078
@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile	3	30894
What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5	0	10079
Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking	2	20281
Been up since 4am. Too scared to go back to sleep #nightmare â€” feeling scared	2	21267
Rollover car crash on warren st, traffic is horrid #Boston	2	20368
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens	2	20928
Niggas murking in each other. In murky water, I try to swim.	5	40457
@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me ðŸ˜	5	40865
@LindaStein1 Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed	0	11659
@PuseLepuru it's the irritation of not having found the corpse	0	10355
there is no shame in fear, what matters is how we face it.	2	21386
So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended	0	10439
@ZubairSabirPTI  pls dont insult the word 'Molna'	0	10857
Watching football matches without commentary is something that I rejoice, found a transmission of Cityâ€™s match like that today, joyful.	3	30913
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC 	2	22080
@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! âœ¨	3	31194
@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an 	0	10461
Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.	2	21434
@X_KIMTAEHYUNG_X \n— momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before —	5	40187
Rooney = whipping boy. #mufc 	5	41063
the rappers who stayed true to the game is rich.	5	40740
ðŸ¦ðŸŽ¿ god chirp this burp ðŸŽ¿ðŸ¦	3	30950
@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?)	5	40878
Rooney ! Oh dear, oh dear ! Fucking dreadful ðŸ™ˆâš½ï¸âš½ï¸	2	20267
Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review.  This is why I joined.	3	31576
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness	5	40137
@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.	5	40411
First day of fall quarter tomorrow.  ðŸ˜°  #excited #anxious #blargh	2	21602
How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo	5	40337
The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.	0	10201
I can't even right now #bb18 #rage	0	10183
When you want to say something so bad but can't ! #furious ðŸ˜¤	0	10976
Is this the Krusty Krab?\n\nNo this is crippling depression	5	41206
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up.  #comedy #maybeoneday #hopefullyfunny #LOL	3	30382
@715d1\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!	3	31556
im so mad about power rangers. im incensed. im furious.	0	10010
Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace âœŒï¸ï¸	0	11418
@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.	0	10276
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.	2	20061
why are people so angry toward veggie burgers at in n out wtf	0	10502
@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!	2	21923
Man Southampton will wipe the floor with  west ham on Sunday. So disheartened	5	40161
There is nothing like being in the shower when the power goes out ðŸ˜³ #creepy 	2	21522
#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit 	2	20038
Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol	0	10198
Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets	5	40525
We fear not the truth, even if it be gloomy, but its counterfeit.-Â Berl Katznelson	5	41151
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile	3	30493
@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though	0	10579
Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!	3	31081
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor	2	20490
I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry	0	11449
I might even be on the verge of depression.	5	41100
Summer officially ends today. #sadness	5	40044
My heads still in Ibiza but my body is sat at me desk at work #depressing	5	40019
While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying...	3	31614
@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing. #unhappy #mean #troubled #vile 	2	21889
@MrMalky @kwr66 How awful! Switched off!	2	20230
@warmneutrals 'passenger in car next to u cheerfully asks for a cigarette and then directions'	3	30547
I'm nothing but a hateful and bitter fag	0	10057
@Varneyco @SheriffClarke I agree. Rioters destroy property, injure citizens, and threaten lives. We need a zero tolerance policy on riots.	2	21433
Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey	2	21999
Well, I had hopes for today. No go. #unhappy	5	41463
Drinkin me some red wine &amp; listening to some fred mcdowell playing the #blues . He did not play no #rocknroll. Fantastic noise  #justsaying	5	41204
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous	2	20231
I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.	3	30966
@liamch88 yeah! :) playing well #optimism	3	30217
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^	2	21088
Time for some despair #SDR3 #despair #fuckthisanime	5	40880
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer	5	40097
@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle	2	20862
Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight	5	41477
@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was 	2	21460
Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me	3	30602
okay false alarm it's working again	2	22016
i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses	3	30784
remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao	0	10602
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading	3	30359
In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood 	2	21029
Late night #thoughts. Feeling #restless.	2	20318
Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute	0	11319
Headed to Montalvo w/@jaxster3â€”bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016	3	31327
never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*	0	10356
@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !	3	30402
My baskets are better when I'm in a bad mood someone irritate me before practice please	0	10462
@faithstrust @TheeCurrentYear imagine being this stupid for trying to chirp because of some racist prick.	3	30783
@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies	2	20819
You have to find a way to top yourself. #glee	3	30541
Houston might lose a coach tomorrow or by midnight.  #yikes #offense?	0	10797
Noooooo @GBBOUK without #MaryBerry will be #awful #endofanera going 2b so #lost @Channel4 have bought a #lameduck there #notallaboutthemoney	2	21773
@RichardHBell Yes, I think he held a grudge ...	0	10681
Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.	5	40092
If I could turn anxiety off--I would. #nooneunderstands 	2	21658
I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy 	2	21318
@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun	5	40891
Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now. #bully #tripadvisor	2	21298
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz 	2	21398
Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef	3	30393
Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'	0	11387
@Communism_Kills i get the subway melt and make sure it's only hearty italian bread... black olives are a must though	3	30870
#TheWordOfGOD #taught, #preached #correctly will #ComfortTheAfflicted &amp; #AfflictTheComfortable; it will #offend &amp; #TellTheTruth #AboutSin!	0	11373
Lucina, that's fantastic! When you feel cheery, we ALL feel cheery!	3	31236
Your attitude toward your struggles is equally as important as your actions to work through them. #optimism	3	31410
Time for some despair #SDR3 #despair #fuckthisanime	2	21295
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy	5	40164
Southampton playing really well here. Youngsters Matty Targett and Jake Hesketh in particular and Austin and Long formidable as a front two	2	21396
Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. 	3	31162
@yupdats_jess @nereriveraa_ this doesn't concern you OR your sister. So show up if you want too lol.	2	21728
All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me	5	40547
I was literally shaking getting the EKG done lol ðŸ™„	2	20035
@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.	5	40281
If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.	3	30857
I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. 	2	21322
@HomeSwapperteam  Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. #fuming with her	0	10930
World wants #peace from #terrorism #WorldPeaceDay #internationaldayofpeace	2	22225
@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄	0	10152
@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious	3	31338
@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect	2	20506
@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.	5	40561
Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy	2	21936
I'm ever so cheerful	3	31030
Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.	2	20093
@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton	0	10466
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. 	2	20136
It's 5:55am. I'm hungry but there is no food. 	2	20714
Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong	5	41132
Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute	0	11318
