	content	emo_id	ID
122	Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs	0	11063
123	troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.	0	11064
124	We floated like butterflies. Now you sting like bees!'	0	11065
125	I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.	0	11066
126	Ok but how are the fast &amp; furious movies NOT classified as comedy's? ðŸ¤”	0	11067
127	@Shonna_Ludi @_braaaat_ ðŸ˜‚ðŸ˜‚ðŸ˜­ðŸ˜­ðŸ˜­ resentment	0	11068
128	no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute	0	11069
129	@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! ðŸ”¥	0	11070
130	warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~	0	11071
131	Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh	0	11072
132	A black female LEOðŸ’™ was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive	0	11073
133	@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?	0	11074
134	Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD	0	11075
135	Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower  #rawr #ChicagoPD	0	11076
136	I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.	0	11077
137	Panpiper playing Big River outside The Bridges in SR1 #outrage	0	11078
138	Panpiper playing Big River outside The Bridges in SR1 	0	11079
139	I base when it's going to rain here off of brills snap stories.	0	11080
140	@ColinOccupantz @JasnaBadzak @proremain and there was I thinking #UKIP were a party of angry old men - how wrong can you be!	0	11081
141	@mattstottwrites For me not so much outrage as â€˜oh, using female body to sell something, AGAINâ€™	0	11082
142	Congrats to #Nicole #bb18 ... Fix that nose now ðŸ˜’ðŸ’ðŸ» #bitter #petty	0	11083
143	Congrats to #Nicole #bb18 ... Fix that nose now ðŸ˜’ðŸ’ðŸ»  #petty	0	11084
144	I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of Â£20 - I was fuming @EmmaGould_ I miss you	0	11085
145	@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein	0	11086
146	No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.	0	11087
147	This is a joke @SomersetCCC #fuming	0	11088
148	This is a joke @SomersetCCC 	0	11089
149	@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so	0	11090
150	The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight)	0	11091
151	no offense but could troye start dming people so i can feel like less of an idiot when i dm him thanks	0	11092
152	ForgivenessÂ might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.	0	11093
153	Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram	0	11094
154	Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram	0	11095
155	Trump supports reach another level of irritation within me	0	11096
156	People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop	0	11097
157	People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop	0	11098
158	RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't like it?	0	11099
159	@NJDDanin123 I personally liked #relentless â€¦didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils	0	11100
160	@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox ðŸ˜… I get raging migraines without coffee :/	0	11101
161	@THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff	0	11102
162	@inthefade going back to blissful ignorance?! #fury	0	11103
163	@inthefade going back to blissful ignorance?! 	0	11104
164	@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!	0	11105
165	ethan was with someone in the car when he did his revenge on grayson	0	11106
166	@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?	0	11107
167	@zavierdaniels had to snap going crazy ðŸ˜­ðŸ˜­	0	11108
168	Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. 	0	11109
169	Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. #rage	0	11110
170	If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework	0	11111
171	@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage	0	11112
172	@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge ðŸ˜‚	0	11113
173	@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.	0	11114
174	Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!	0	11115
175	JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics 	0	11116
176	JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless	0	11117
177	White people irritate me.	0	11118
178	Y'all bitches be so angry and bitter, that must truly suck lol	0	11119
179	@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers	0	11120
180	We're going to get City in the next round for a revenge.	0	11121
181	Me: *sees incense burner* is this for drugs?	0	11122
182	@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?	0	11123
183	@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism	0	11124
184	@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.	0	11125
185	So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.	0	11126
186	@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees	0	11127
187	And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.	0	11128
188	When u are strong u offend the weak &amp; insecure. STAY STRONG. Joshua 1:6-9 #god #internationaldayofpeace #actorslife	0	11129
189	@o2academybham since when the fuck can you not stand at a concert? #raging	0	11130
190	@o2academybham since when the fuck can you not stand at a concert? 	0	11131
191	My irritation level is at an all time high today ðŸ™ƒ	0	11132
192	@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks	0	11133
193	@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity	0	11134
194	#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!	0	11135
195	We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews	0	11136
196	@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.	0	11137
197	@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim	0	11138
198	@clppng #offended the tonys have found a way to leave me out and now y'all have too	0	11139
199	Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife	0	11140
200	Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife	0	11141
201	These NA kids are relentless	0	11142
202	Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part	0	11143
203	@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.	0	11144
204	Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums.	0	11145
205	Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the .	0	11146
206	Me and these burns that I pick up off the pitches don't get on at all like ðŸ˜¢ðŸ˜¢ #sting	0	11147
207	Me and these burns that I pick up off the pitches don't get on at all like ðŸ˜¢ðŸ˜¢ 	0	11148
208	Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist	0	11149
209	Every dancers dream song #snap #worldpower	0	11150
210	Every dancers dream song  #worldpower	0	11151
211	@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.	0	11152
212	Having one of those #angry days. I will have to stop watching #news.	0	11153
213	@laureeenwillam can't cope wi her sour face and tiny pout ðŸ˜¡ðŸ˜¡	0	11154
214	Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh	0	11155
215	@FoxNews #Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite	0	11156
216	Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha	0	11157
217	ICQ is just making me mad!!!ðŸ˜¤ #icq #angry	0	11158
218	ICQ is just making me mad!!!ðŸ˜¤ #icq 	0	11159
219	Ppl like that irritate my soul	0	11160
220	Why is it always me picking up the pieces :/ #angry	0	11161
221	Why is it always me picking up the pieces :/ 	0	11162
222	I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.	0	11163
223	Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life	0	11164
224	The outrage over Kessel's tweet by butthurt USA players is hilarious.	0	11165
225	@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming	0	11166
226	@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted 	0	11167
227	@missblair140 AWH tiff you're such a great friend I love you :(( thank you	0	11168
228	Oh man it's been so long since I've played #madden I am trash anymore.	0	11169
229	I only have to wave a fiery cross and we will f**kin' do this!	0	11170
230	Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere	0	11171
231	@SwiftShimada SPARKLES, proud little huff. Still posing mind you.	0	11172
232	No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.	0	11173
233	@thehill no wonder USA is going to shit with such outrage over a simple analogy.	0	11174
234	@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...	0	11175
235	@Remedy0_ switch host no bullet rage.	0	11176
236	Thurston offers Gallen a â€˜peaceâ€™ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...	0	11177
237	My back is starting to irritate me and it's barely 2:19 ðŸ˜“	0	11178
238	Manchester derby at home #revenge	0	11179
239	Manchester derby at home 	0	11180
240	Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D	0	11181
241	Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....	0	11182
242	What a fucking muppet.  @jRwild1 #fuming #stalker.	0	11183
243	What a fucking muppet.  @jRwild1  #stalker.	0	11184
244	@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage	0	11185
245	@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). 	0	11186
246	some of the casuals tweets that Vic has faved are making me gag #bitter	0	11187
247	some of the casuals tweets that Vic has faved are making me gag 	0	11188
248	@loueezecee I don't know how much more of that bloody pout I can take!!	0	11189
249	Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset	0	11190
250	@KatherineArabis Itâ€™s taken for granted, while the misogyny in the air is treated as normal â€” and any angry response to it as pathological.	0	11191
251	@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation	0	11192
252	Do not be angry with God because you do not get what you want, for God gives most when you expect least.	0	11193
253	@downeysduckling nick fury	0	11194
254	@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask	0	11195
255	Yeah I'm hot nigga, they say im burning uhhhhh	0	11196
256	@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.	0	11197
257	Yo gurls Dm for a tribute ðŸ˜œðŸ’¦ #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow	0	11198
258	Yo gurls Dm for a tribute ðŸ˜œðŸ’¦ #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow	0	11199
259	@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.)	0	11200
260	@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!	0	11201
261	@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.	0	11202
262	@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage	0	11203
263	@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! 	0	11204
264	2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells	0	11205
265	2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells	0	11206
266	#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout	0	11207
267	resentment is rlly my shit.	0	11208
268	i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me	0	11209
269	@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended	0	11210
270	@tony_tr3 I'd say your outrage is the really FAUX outrage.	0	11211
271	I can already tell this programme is going to infuriate me #ExtremeWorld	0	11212
272	Height of irritation when a person makes a hilarious chusssss.... Plz die....ðŸ˜¬ðŸ˜¬	0	11213
273	13 hour @bus rides make me #angry #sorry	0	11214
274	13 hour @bus rides make me  #sorry	0	11215
275	jelly baby is my favourite insult	0	11216
276	She began to squirm beneath @hcllbent, struggling to get out of his relentless grasp. When she realized that the attempt was useless,++	0	11217
277	@LoyalLadyMalfoy &lt;â€¢ change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is â€¢&gt;	0	11218
278	Forever raging ðŸ˜ðŸ˜‚ðŸ˜­	0	11219
279	@rawhidevelvet No offense, but isn't it a little late to be getting a radio broadcast degree? Isn't that going to be over in a decade or 2?	0	11220
280	@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and	0	11221
281	@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai	0	11222
282	@alliex both, scrap *ll the rage instead	0	11223
283	The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me	0	11224
284	Living life so relentless	0	11225
285	You forever straight so fix that frown u goodðŸ˜‡ @amayyaaag__	0	11226
286	smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.	0	11227
287	@alexis_maxwell #bitter hahaha just kidding. its crazy tho	0	11228
288	A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.	0	11229
289	Way towards be prominent if your exasperate is peaked?: TGMbNqUEe	0	11230
290	Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming	0	11231
291	@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden	0	11232
292	@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad	0	11233
293	@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either #outrage	0	11234
294	@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either 	0	11235
295	Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.	0	11236
296	@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.	0	11237
